Text,Label,pred_LR_best
according ministry health numbers 4 pm monday total number coronavirus cases india stands 114 tally includes 17 foreigners covid2019 covid coronavirusoutbreak coronavirusinindia,0,0
michigan governor violated social distancing order signing stay home order,1,1
85 american adults believe wearing masks,0,1
third case man 20s arrived july 3 india staying isolation stamford plaza auckland cases bring total number confirmed cases 1190 number report world health organization,0,0
turkey helped italy 200 000 masks equipment nobody took notice,1,1
never covid 19 read coronavirus fake huge cover allow deployment 5g network towers real cause virus death releasing extreme amount radiation body phone signal 5g also give government access information location r f chip vaccine said immunize lose rights privacy bank personal info please aware take vaccine governments lying us,1,1
donald trump could make coronavirus president dangerous,1,1
astrazeneca covid 19 vaccine likely protect year ceo pic twitter com natecfrikp,0,0
several social media streaming services continuously trying remove video interview american virologist judy mikovits happens grounds video spreads false claims coronavirus video also appear danish subtitles,1,1
video shows family died novel coronavirus,1,1
president donald trump tweeted coronavirus vaccine israel stock market economy even stronger besides us israel best inventions judaism olives wonderful vaccine stop corona dead around world make vaccines bombed possible without peace created israel,1,1
good news wuhan corona virus cured one bowl freshly boiled garlic water,1,1
man want cause widespread panic everyone going die death pandemic coronavirus,1,1
states reopen fauci warns outbreaks inevitable,0,0
maker novel coronavirus arrested,1,1
travelers prohibited entry united states,0,1
concerned bolsonaro reaction coronavirus military summit lights alert signals support mour,0,0
mike pence press secretary second white house staffer test positive covid 19 week,0,0
coronavirus india planning initiate study behaviour covid 19 persons died contracting disease,0,0
post shows dead bodies covid 19 patients lying lnjp hospital delhi india,1,1
rt mohfw india indiafightscorona india registers record highest single day recoveries 1 lakh patients recovered th,0,0
disinfectant gel causes cancer,1,1
daily reported deaths fell 839 today caveat sundays mondays tend show lower death numbers nonetheless one lowest totals last 6 weeks,0,0
daily deaths brazil asthma 8 people lung cancer 77 people accidents 124 murders 188 prostate cancer 37 covid 19 1 8,1,0
ireland announces 6 week lockdown restrictions,0,1
hospitals risk overwhelmed covid 19 patients explore post analysis area,0,0
group artistes iran written moving open letter artiste community world despairing covid 19 pandemic iran aggravated light u led security council sanctions,0,0
today 21 states elevated risk opening 25 states moderate risk opening 4 states reduced risk opening go find state,0,0
astrazeneca partners oxford biomedica expand covid 19 vaccine manufacturing capacity pic twitter com tfsqcgky05,0,0
rt fema struggling stress mental health concerns due covid19 disaster help available,0,0
dr rashid buttar stating dr anthony fauci responsible causing new coronavirus pandemic deaths recorded caused covid 19,1,1
rt cdcemergency waiting covid19 test result wondering next take 3 key steps stay home think pe,0,0
latest cdc covidview report shows since beginning august weekly hospitalization rates adult age groups declined hospitalization rates among children remained steady period learn,0,0
today second confirmed case 59 year old woman travelled delhi arrived auckland 15 june tested grand millennium managed isolation facility travelling partner also tested whose result pending,0,0
romania changed law break quarantine face 15 years prison,1,1
covid 19 shows gaps controls nursing homes,0,0
kids reach f k shit stage lockdown,1,1
george floyd murder filmed covid 19,1,1
us study 821 people focused drug way avoid getting covid19 hydroxychloroquine group slightly less likely test positive two weeks 11 8 compared 14 3 placebo group researchers said small,1,0
vitamin c omega prevent new coronavirus,1,1
pm modi take part nam video conference covid 19 monday coronavirusoutbreak live updates pic twitter com t4camxpebq,0,0
says poem people staying home written kathleen mara 1869,1,1
important remember diagnostic testing captured small actual infections northeast outbreak though setting records confirmed cases almost certainly total infections spring peak right,0,0
603 new cases covid19nigeria lagos 135 edo 87 fct 73 rivers 67 delta 62 ogun 47 kaduna 20 plateau 19 osun 17 ondo 16 enugu 15 oyo 15 borno 13 niger 6 nasarawa 4 kebbi 3 kano 2 sokoto 1 abia 1 28167 confirmed 11462 discharged 634 deaths,0,0
key indicators used track covid19 percentage deaths attributed pneumonia influenza covid 19 fell prior week cdc continue monitor closely coming weeks see covidview report pic twitter com 70kcrqskuz,0,0
nhl georges laraque hospitalized covid 19 worst thing ever pic twitter com 1mpljbvkix,0,0
corona vaccine russia become first country completed clinical trials covid19 vaccine sechenov university said concluded study,1,0
indian rwanda tested positive novel coronavirus rwanda coronavirus covid 19,0,1
photo showing crowd illegal due quarantine way cross prayers wejherowo,1,1
